,obsnme,obsval,i,j,time,spec
4931,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:76_j:84_time:1461_spec:ctet,0.0,76,84,1461,ctet
4932,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:101_j:112_time:1461_spec:ctet,0.0,101,112,1461,ctet
4933,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:1461_spec:ctet,0.0,93,112,1461,ctet
4934,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:1461_spec:ctet,0.0,93,112,1461,ctet
4935,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:111_time:1461_spec:ctet,0.0,87,111,1461,ctet
4936,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:1461_spec:ctet,0.0,79,110,1461,ctet
4937,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:1461_spec:ctet,0.0,79,110,1461,ctet
4938,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:107_time:1461_spec:ctet,0.0,72,107,1461,ctet
4939,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:68_j:45_time:1461_spec:ctet,0.0,68,45,1461,ctet
4940,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:66_j:45_time:1461_spec:ctet,0.0,66,45,1461,ctet
4941,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:64_j:45_time:1461_spec:ctet,0.0,64,45,1461,ctet
4942,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:60_j:95_time:1461_spec:ctet,0.0,60,95,1461,ctet
4943,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:65_j:101_time:1461_spec:ctet,0.0,65,101,1461,ctet
4944,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:134_j:145_time:1492_spec:ctet,1.330403359026719e-23,134,145,1492,ctet
4945,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:121_j:135_time:1492_spec:ctet,0.0,121,135,1492,ctet
4946,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:142_time:1492_spec:ctet,0.0,127,142,1492,ctet
4947,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:45_time:1492_spec:ctet,0.0,85,45,1492,ctet
4948,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:45_time:1492_spec:ctet,0.0,75,45,1492,ctet
4949,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:85_time:1492_spec:ctet,0.0,95,85,1492,ctet
4950,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:76_time:1492_spec:ctet,0.0,93,76,1492,ctet
4951,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:1492_spec:ctet,0.15768306487399497,89,64,1492,ctet
4952,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:63_time:1492_spec:ctet,0.0,89,63,1492,ctet
4953,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:72_time:1492_spec:ctet,0.3422287809727681,106,72,1492,ctet
4954,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:1492_spec:ctet,0.15768306487399497,89,64,1492,ctet
4955,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:71_time:1492_spec:ctet,0.49765264945296084,94,71,1492,ctet
4956,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:1492_spec:ctet,0.39646499515855566,97,58,1492,ctet
4957,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:80_time:1492_spec:ctet,0.5555525742703891,89,80,1492,ctet
4958,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1492_spec:ctet,0.34660302145062466,107,91,1492,ctet
4959,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:92_j:91_time:1492_spec:ctet,0.7742036178597551,92,91,1492,ctet
4960,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:91_time:1492_spec:ctet,0.37433527335572553,85,91,1492,ctet
4961,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:91_time:1492_spec:ctet,0.6782264342395837,97,91,1492,ctet
4962,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:90_j:87_time:1492_spec:ctet,0.0,90,87,1492,ctet
4963,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:87_time:1492_spec:ctet,0.0,110,87,1492,ctet
4964,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:99_j:63_time:1492_spec:ctet,0.253341427474647,99,63,1492,ctet
4965,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:79_time:1492_spec:ctet,0.25364554302860814,107,79,1492,ctet
4966,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1492_spec:ctet,0.798804380539493,102,91,1492,ctet
4967,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:74_time:1492_spec:ctet,0.0,95,74,1492,ctet
4968,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:86_time:1492_spec:ctet,0.0,87,86,1492,ctet
4969,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:86_time:1492_spec:ctet,0.0,97,86,1492,ctet
4970,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:80_time:1492_spec:ctet,0.0,94,80,1492,ctet
4971,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:87_time:1492_spec:ctet,0.0,103,87,1492,ctet
4972,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:72_time:1492_spec:ctet,0.3624292296033308,100,72,1492,ctet
4973,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:80_time:1492_spec:ctet,1.0054334597702204,97,80,1492,ctet
4974,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:85_time:1492_spec:ctet,0.0,100,85,1492,ctet
4975,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:56_time:1492_spec:ctet,0.0,106,56,1492,ctet
4976,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:104_j:53_time:1492_spec:ctet,0.06720389199107522,104,53,1492,ctet
4977,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:58_time:1492_spec:ctet,0.33322111150145495,102,58,1492,ctet
4978,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:45_time:1492_spec:ctet,0.0,95,45,1492,ctet
4979,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:45_time:1492_spec:ctet,0.0,105,45,1492,ctet
4980,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:39_time:1492_spec:ctet,0.0,110,39,1492,ctet
4981,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:45_time:1492_spec:ctet,0.0,111,45,1492,ctet
4982,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:43_time:1492_spec:ctet,0.0,114,43,1492,ctet
4983,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:1492_spec:ctet,0.08734644915900601,112,60,1492,ctet
4984,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:1492_spec:ctet,0.021049581622737894,105,53,1492,ctet
4985,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:57_time:1492_spec:ctet,0.0,105,57,1492,ctet
4986,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:59_time:1492_spec:ctet,0.0,107,59,1492,ctet
4987,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:60_time:1492_spec:ctet,0.0,116,60,1492,ctet
4988,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:59_time:1492_spec:ctet,0.0,120,59,1492,ctet
4989,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:58_time:1492_spec:ctet,0.0,100,58,1492,ctet
4990,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:54_time:1492_spec:ctet,0.0,100,54,1492,ctet
4991,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:58_time:1492_spec:ctet,0.0,103,58,1492,ctet
4992,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:1492_spec:ctet,0.021049581622737894,105,53,1492,ctet
4993,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:113_j:60_time:1492_spec:ctet,0.07464703145235,113,60,1492,ctet
4994,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:1492_spec:ctet,0.08734644915900601,112,60,1492,ctet
4995,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:61_time:1492_spec:ctet,0.10547463418762305,111,61,1492,ctet
4996,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:58_time:1492_spec:ctet,0.13856157935703242,106,58,1492,ctet
4997,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:1492_spec:ctet,0.39646499515855566,97,58,1492,ctet
4998,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:64_time:1492_spec:ctet,0.28728051731780474,108,64,1492,ctet
4999,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:63_time:1492_spec:ctet,0.10614481999674377,118,63,1492,ctet
5000,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:115_j:53_time:1492_spec:ctet,0.011570938166948895,115,53,1492,ctet
5001,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:43_time:1492_spec:ctet,0.0,116,43,1492,ctet
5002,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:43_time:1492_spec:ctet,0.0,118,43,1492,ctet
5003,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:42_time:1492_spec:ctet,0.0,120,42,1492,ctet
5004,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:42_time:1492_spec:ctet,0.0,122,42,1492,ctet
5005,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:51_time:1492_spec:ctet,0.0,116,51,1492,ctet
5006,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:45_time:1492_spec:ctet,0.0,124,45,1492,ctet
5007,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:40_time:1492_spec:ctet,0.0,122,40,1492,ctet
5008,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:40_time:1492_spec:ctet,0.0,120,40,1492,ctet
5009,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:41_time:1492_spec:ctet,0.0,116,41,1492,ctet
5010,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:71_time:1492_spec:ctet,0.07409322748188438,114,71,1492,ctet
5011,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:1492_spec:ctet,0.03894070132282218,124,78,1492,ctet
5012,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:83_time:1492_spec:ctet,0.07161624175112344,124,83,1492,ctet
5013,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:125_j:75_time:1492_spec:ctet,0.0,125,75,1492,ctet
5014,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:123_j:79_time:1492_spec:ctet,0.0,123,79,1492,ctet
5015,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:1492_spec:ctet,0.004714970182143774,124,77,1492,ctet
5016,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:80_time:1492_spec:ctet,0.0,127,80,1492,ctet
5017,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:80_time:1492_spec:ctet,0.0,126,80,1492,ctet
5018,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:82_time:1492_spec:ctet,0.0,126,82,1492,ctet
5019,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:1492_spec:ctet,0.004714970182143774,124,77,1492,ctet
5020,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:1492_spec:ctet,0.004714970182143774,124,77,1492,ctet
5021,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:83_time:1492_spec:ctet,0.0008582854588358293,127,83,1492,ctet
5022,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:1492_spec:ctet,0.03894070132282218,124,78,1492,ctet
5023,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:1492_spec:ctet,0.0018825889190396126,135,64,1492,ctet
5024,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:142_j:63_time:1492_spec:ctet,0.002416986940204949,142,63,1492,ctet
5025,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:144_j:68_time:1492_spec:ctet,0.0028246232453648006,144,68,1492,ctet
5026,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:78_j:91_time:1492_spec:ctet,0.16625121289588135,78,91,1492,ctet
5027,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:71_time:1492_spec:ctet,0.0,72,71,1492,ctet
5028,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:77_j:63_time:1492_spec:ctet,0.0,77,63,1492,ctet
5029,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:1492_spec:ctet,0.6270050161429874,83,80,1492,ctet
5030,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:62_time:1492_spec:ctet,0.0,75,62,1492,ctet
5031,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:45_time:1492_spec:ctet,0.0,72,45,1492,ctet
5032,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:128_time:1492_spec:ctet,0.0,118,128,1492,ctet
5033,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:113_time:1492_spec:ctet,0.0,108,113,1492,ctet
5034,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:76_j:84_time:1492_spec:ctet,0.0,76,84,1492,ctet
5035,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:101_j:112_time:1492_spec:ctet,0.0,101,112,1492,ctet
5036,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:1492_spec:ctet,0.0,93,112,1492,ctet
5037,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:1492_spec:ctet,0.0,93,112,1492,ctet
5038,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:111_time:1492_spec:ctet,0.0,87,111,1492,ctet
5039,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:1492_spec:ctet,0.0,79,110,1492,ctet
5040,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:1492_spec:ctet,0.0,79,110,1492,ctet
5041,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:107_time:1492_spec:ctet,0.0,72,107,1492,ctet
5042,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:68_j:45_time:1492_spec:ctet,0.0,68,45,1492,ctet
5043,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:66_j:45_time:1492_spec:ctet,0.0,66,45,1492,ctet
5044,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:64_j:45_time:1492_spec:ctet,0.0,64,45,1492,ctet
5045,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:60_j:95_time:1492_spec:ctet,0.0,60,95,1492,ctet
5046,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:65_j:101_time:1492_spec:ctet,0.0,65,101,1492,ctet
5047,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:134_j:145_time:1521_spec:ctet,0.0,134,145,1521,ctet
5048,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:121_j:135_time:1521_spec:ctet,0.0,121,135,1521,ctet
5049,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:142_time:1521_spec:ctet,0.0,127,142,1521,ctet
5050,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:45_time:1521_spec:ctet,0.0,85,45,1521,ctet
5051,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:45_time:1521_spec:ctet,0.0,75,45,1521,ctet
5052,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:85_time:1521_spec:ctet,0.0,95,85,1521,ctet
5053,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:76_time:1521_spec:ctet,0.0,93,76,1521,ctet
5054,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:1521_spec:ctet,0.10306234688785616,89,64,1521,ctet
5055,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:63_time:1521_spec:ctet,0.0,89,63,1521,ctet
5056,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:72_time:1521_spec:ctet,0.20681096118617673,106,72,1521,ctet
5057,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:1521_spec:ctet,0.10306234688785616,89,64,1521,ctet
5058,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:71_time:1521_spec:ctet,0.42595209438185244,94,71,1521,ctet
5059,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:1521_spec:ctet,0.2851463187411148,97,58,1521,ctet
5060,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:80_time:1521_spec:ctet,0.7326318465510022,89,80,1521,ctet
5061,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1521_spec:ctet,0.30663207033258516,107,91,1521,ctet
5062,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:92_j:91_time:1521_spec:ctet,0.8738160081133132,92,91,1521,ctet
5063,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:91_time:1521_spec:ctet,0.3849065628438616,85,91,1521,ctet
5064,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:91_time:1521_spec:ctet,0.5521743253184053,97,91,1521,ctet
5065,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:90_j:87_time:1521_spec:ctet,0.0,90,87,1521,ctet
5066,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:87_time:1521_spec:ctet,0.0,110,87,1521,ctet
5067,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:99_j:63_time:1521_spec:ctet,0.22301916033233118,99,63,1521,ctet
5068,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:79_time:1521_spec:ctet,0.18517128590058227,107,79,1521,ctet
5069,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1521_spec:ctet,0.4706438625017915,102,91,1521,ctet
5070,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:74_time:1521_spec:ctet,0.0,95,74,1521,ctet
5071,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:86_time:1521_spec:ctet,0.0,87,86,1521,ctet
5072,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:86_time:1521_spec:ctet,0.0,97,86,1521,ctet
5073,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:80_time:1521_spec:ctet,0.0,94,80,1521,ctet
5074,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:87_time:1521_spec:ctet,0.0,103,87,1521,ctet
5075,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:72_time:1521_spec:ctet,0.22497502277612363,100,72,1521,ctet
5076,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:80_time:1521_spec:ctet,0.9011082710113116,97,80,1521,ctet
5077,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:85_time:1521_spec:ctet,0.0,100,85,1521,ctet
5078,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:56_time:1521_spec:ctet,0.0,106,56,1521,ctet
5079,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:104_j:53_time:1521_spec:ctet,0.0,104,53,1521,ctet
5080,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:58_time:1521_spec:ctet,0.8061681799357889,102,58,1521,ctet
5081,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:45_time:1521_spec:ctet,0.0,95,45,1521,ctet
5082,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:45_time:1521_spec:ctet,0.0,105,45,1521,ctet
5083,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:39_time:1521_spec:ctet,0.0,110,39,1521,ctet
5084,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:45_time:1521_spec:ctet,0.0,111,45,1521,ctet
5085,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:43_time:1521_spec:ctet,0.0,114,43,1521,ctet
5086,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:1521_spec:ctet,0.0,112,60,1521,ctet
5087,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:1521_spec:ctet,0.0,105,53,1521,ctet
5088,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:57_time:1521_spec:ctet,0.0,105,57,1521,ctet
5089,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:59_time:1521_spec:ctet,0.0,107,59,1521,ctet
5090,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:60_time:1521_spec:ctet,0.0,116,60,1521,ctet
5091,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:59_time:1521_spec:ctet,0.0,120,59,1521,ctet
5092,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:58_time:1521_spec:ctet,0.0,100,58,1521,ctet
5093,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:54_time:1521_spec:ctet,0.0,100,54,1521,ctet
5094,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:58_time:1521_spec:ctet,0.0,103,58,1521,ctet
5095,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:1521_spec:ctet,0.0,105,53,1521,ctet
5096,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:113_j:60_time:1521_spec:ctet,0.0,113,60,1521,ctet
5097,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:1521_spec:ctet,0.0,112,60,1521,ctet
5098,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:61_time:1521_spec:ctet,0.0,111,61,1521,ctet
5099,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:58_time:1521_spec:ctet,0.0,106,58,1521,ctet
5100,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:1521_spec:ctet,0.2851463187411148,97,58,1521,ctet
5101,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:64_time:1521_spec:ctet,0.5254062909801491,108,64,1521,ctet
5102,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:63_time:1521_spec:ctet,0.09215688240082437,118,63,1521,ctet
5103,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:115_j:53_time:1521_spec:ctet,0.0,115,53,1521,ctet
5104,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:43_time:1521_spec:ctet,0.0,116,43,1521,ctet
5105,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:43_time:1521_spec:ctet,0.0,118,43,1521,ctet
5106,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:42_time:1521_spec:ctet,0.0,120,42,1521,ctet
5107,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:42_time:1521_spec:ctet,0.0,122,42,1521,ctet
5108,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:51_time:1521_spec:ctet,0.0,116,51,1521,ctet
5109,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:45_time:1521_spec:ctet,0.0,124,45,1521,ctet
5110,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:40_time:1521_spec:ctet,0.0,122,40,1521,ctet
5111,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:40_time:1521_spec:ctet,0.0,120,40,1521,ctet
5112,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:41_time:1521_spec:ctet,0.0,116,41,1521,ctet
5113,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:71_time:1521_spec:ctet,0.4997326489025828,114,71,1521,ctet
5114,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:1521_spec:ctet,0.09640936142028224,124,78,1521,ctet
5115,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:83_time:1521_spec:ctet,0.044113572691035594,124,83,1521,ctet
5116,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:125_j:75_time:1521_spec:ctet,0.0,125,75,1521,ctet
5117,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:123_j:79_time:1521_spec:ctet,0.0,123,79,1521,ctet
5118,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:1521_spec:ctet,0.0,124,77,1521,ctet
5119,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:80_time:1521_spec:ctet,0.0,127,80,1521,ctet
5120,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:80_time:1521_spec:ctet,0.0,126,80,1521,ctet
5121,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:82_time:1521_spec:ctet,0.0,126,82,1521,ctet
5122,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:1521_spec:ctet,0.0,124,77,1521,ctet
